,cell_type,sex,race,count,percentage
2323,plasmacytoid dendritic cell,male,European,2,1.6013066662396515e-06
2324,memory B cell,male,European,180,0.00014411759996156863
2325,naive B cell,male,European,180,0.00014411759996156863
2326,gamma-delta T cell,male,European,89,7.12581466476645e-05
2327,regulatory T cell,male,European,90,7.205879998078431e-05
2328,transitional stage B cell,male,European,119,9.527774664125927e-05
2329,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,844,0.000675751413153133
2330,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,454,0.0003634966132364009
2331,"central memory CD4-positive, alpha-beta T cell",male,European,928,0.0007430062931351983
2332,"effector memory CD4-positive, alpha-beta T cell",male,European,120,9.60783999743791e-05
2333,"central memory CD8-positive, alpha-beta T cell",male,European,52,4.163397332223094e-05
2334,"effector memory CD8-positive, alpha-beta T cell",male,European,394,0.0003154574132492114
2335,"CD4-positive, alpha-beta cytotoxic T cell",male,European,14,1.1209146663677561e-05
2336,"CD16-negative, CD56-bright natural killer cell, human",male,European,14,1.1209146663677561e-05
2337,mucosal invariant T cell,male,European,99,7.926467997886275e-05
2338,plasmablast,male,European,21,1.6813719995516342e-05
2339,conventional dendritic cell,male,European,6,4.8039199987189546e-06
2340,CD14-positive monocyte,male,European,96,7.686271997950327e-05
2341,innate lymphoid cell,male,European,1,8.006533331198258e-07
2342,"CD14-low, CD16-positive monocyte",male,European,40,3.2026133324793034e-05
2343,double negative thymocyte,male,European,14,1.1209146663677561e-05
2344,hematopoietic precursor cell,male,European,5,4.003266665599129e-06
2345,platelet,male,European,10,8.006533331198258e-06
2346,dendritic cell,male,European,3,2.4019599993594773e-06
2347,natural killer cell,male,European,325,0.00026021233326394336
2348,"CD4-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
2349,"CD8-positive, alpha-beta T cell",male,European,2,1.6013066662396515e-06
2350,plasmacytoid dendritic cell,male,European,16,1.2810453329917212e-05
2351,memory B cell,male,European,113,9.047382664254031e-05
2352,naive B cell,male,European,221,0.0001769443866194815
2353,gamma-delta T cell,male,European,120,9.60783999743791e-05
2354,regulatory T cell,male,European,84,6.725487998206537e-05
2355,transitional stage B cell,male,European,57,4.563723998783007e-05
2356,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,762,0.0006100978398373072
2357,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,316,0.00025300645326586496
2358,"central memory CD4-positive, alpha-beta T cell",male,European,837,0.0006701468398212941
2359,"effector memory CD4-positive, alpha-beta T cell",male,European,127,0.00010168297330621787
2360,"central memory CD8-positive, alpha-beta T cell",male,European,67,5.364377331902833e-05
2361,"effector memory CD8-positive, alpha-beta T cell",male,European,640,0.0005124181331966885
2362,"CD4-positive, alpha-beta cytotoxic T cell",male,European,32,2.5620906659834424e-05
2363,"CD16-negative, CD56-bright natural killer cell, human",male,European,18,1.4411759996156865e-05
2364,mucosal invariant T cell,male,European,66,5.28431199859085e-05
2365,plasmablast,male,European,13,1.0408493330557734e-05
2366,conventional dendritic cell,male,European,32,2.5620906659834424e-05
2367,CD14-positive monocyte,male,European,327,0.000261813639930183
2368,innate lymphoid cell,male,European,2,1.6013066662396515e-06
2369,"CD14-low, CD16-positive monocyte",male,European,88,7.045749331454467e-05
2370,double negative thymocyte,male,European,6,4.8039199987189546e-06
2371,hematopoietic precursor cell,male,European,8,6.405226664958606e-06
2372,peripheral blood mononuclear cell,male,European,2,1.6013066662396515e-06
2373,natural killer cell,male,European,284,0.00022738554660603052
2374,"CD8-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2375,plasmacytoid dendritic cell,male,European,5,4.003266665599129e-06
2376,memory B cell,male,European,25,2.0016333327995644e-05
2377,naive B cell,male,European,32,2.5620906659834424e-05
2378,gamma-delta T cell,male,European,21,1.6813719995516342e-05
2379,regulatory T cell,male,European,82,6.565357331582571e-05
2380,transitional stage B cell,male,European,17,1.3611106663037038e-05
2381,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,603,0.00048279395987125493
2382,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,179,0.00014331694662844883
2383,"central memory CD4-positive, alpha-beta T cell",male,European,461,0.0003691011865682397
2384,"effector memory CD4-positive, alpha-beta T cell",male,European,53,4.2434626655350767e-05
2385,"central memory CD8-positive, alpha-beta T cell",male,European,25,2.0016333327995644e-05
2386,"effector memory CD8-positive, alpha-beta T cell",male,European,200,0.00016013066662396515
2387,"CD4-positive, alpha-beta cytotoxic T cell",male,European,15,1.2009799996797387e-05
2388,"CD16-negative, CD56-bright natural killer cell, human",male,European,14,1.1209146663677561e-05
2389,mucosal invariant T cell,male,European,5,4.003266665599129e-06
2390,plasmablast,male,European,12,9.607839997437909e-06
2391,conventional dendritic cell,male,European,17,1.3611106663037038e-05
2392,CD14-positive monocyte,male,European,34,2.7222213326074075e-05
2393,innate lymphoid cell,male,European,2,1.6013066662396515e-06
2394,"CD14-low, CD16-positive monocyte",male,European,8,6.405226664958606e-06
2395,double negative thymocyte,male,European,11,8.807186664318084e-06
2396,hematopoietic precursor cell,male,European,10,8.006533331198258e-06
2397,platelet,male,European,4,3.202613332479303e-06
2398,natural killer cell,male,European,68,5.444442665214815e-05
2399,"CD8-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2400,plasmacytoid dendritic cell,male,European,5,4.003266665599129e-06
2401,memory B cell,male,European,40,3.2026133324793034e-05
2402,naive B cell,male,European,45,3.602939999039216e-05
2403,gamma-delta T cell,male,European,14,1.1209146663677561e-05
2404,regulatory T cell,male,European,20,1.6013066662396517e-05
2405,transitional stage B cell,male,European,27,2.1617639994235298e-05
2406,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,294,0.00023539207993722878
2407,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,131,0.00010488558663869718
2408,"central memory CD4-positive, alpha-beta T cell",male,European,214,0.00017133981328764272
2409,"effector memory CD4-positive, alpha-beta T cell",male,European,34,2.7222213326074075e-05
2410,"central memory CD8-positive, alpha-beta T cell",male,European,11,8.807186664318084e-06
2411,"effector memory CD8-positive, alpha-beta T cell",male,European,84,6.725487998206537e-05
2412,"CD4-positive, alpha-beta cytotoxic T cell",male,European,9,7.205879998078432e-06
2413,"CD16-negative, CD56-bright natural killer cell, human",male,European,3,2.4019599993594773e-06
2414,mucosal invariant T cell,male,European,23,1.8415026661755993e-05
2415,plasmablast,male,European,2,1.6013066662396515e-06
2416,conventional dendritic cell,male,European,8,6.405226664958606e-06
2417,CD14-positive monocyte,male,European,100,8.006533331198257e-05
2418,innate lymphoid cell,male,European,1,8.006533331198258e-07
2419,"CD14-low, CD16-positive monocyte",male,European,4,3.202613332479303e-06
2420,double negative thymocyte,male,European,5,4.003266665599129e-06
2421,hematopoietic precursor cell,male,European,3,2.4019599993594773e-06
2422,erythrocyte,male,European,1,8.006533331198258e-07
2423,platelet,male,European,2,1.6013066662396515e-06
2424,dendritic cell,male,European,1,8.006533331198258e-07
2425,natural killer cell,male,European,422,0.0003378757065765665
2426,"CD4-positive, alpha-beta T cell",male,European,3,2.4019599993594773e-06
2427,plasmacytoid dendritic cell,male,European,6,4.8039199987189546e-06
2428,memory B cell,male,European,93,7.44607599801438e-05
2429,naive B cell,male,European,204,0.00016333327995644446
2430,gamma-delta T cell,male,European,73,5.844769331774728e-05
2431,regulatory T cell,male,European,84,6.725487998206537e-05
2432,transitional stage B cell,male,European,87,6.965683998142484e-05
2433,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1349,0.001080081346378645
2434,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,382,0.00030584957325177343
2435,"central memory CD4-positive, alpha-beta T cell",male,European,627,0.0005020096398661308
2436,"effector memory CD4-positive, alpha-beta T cell",male,European,69,5.524507998526798e-05
2437,"central memory CD8-positive, alpha-beta T cell",male,European,44,3.5228746657272335e-05
2438,"effector memory CD8-positive, alpha-beta T cell",male,European,524,0.00041954234655478873
2439,"CD4-positive, alpha-beta cytotoxic T cell",male,European,54,4.3235279988470595e-05
2440,"CD16-negative, CD56-bright natural killer cell, human",male,European,36,2.882351999231373e-05
2441,mucosal invariant T cell,male,European,35,2.8022866659193904e-05
2442,plasmablast,male,European,6,4.8039199987189546e-06
2443,conventional dendritic cell,male,European,11,8.807186664318084e-06
2444,CD14-positive monocyte,male,European,18,1.4411759996156865e-05
2445,innate lymphoid cell,male,European,3,2.4019599993594773e-06
2446,"CD14-low, CD16-positive monocyte",male,European,15,1.2009799996797387e-05
2447,double negative thymocyte,male,European,2,1.6013066662396515e-06
2448,hematopoietic precursor cell,male,European,1,8.006533331198258e-07
2449,platelet,male,European,3,2.4019599993594773e-06
2450,natural killer cell,male,European,455,0.0003642972665695207
2451,"CD4-positive, alpha-beta T cell",male,European,6,4.8039199987189546e-06
2452,"CD8-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2453,plasmacytoid dendritic cell,male,European,19,1.521241332927669e-05
2454,memory B cell,male,European,141,0.00011289211996989543
2455,naive B cell,male,European,124,9.92810133068584e-05
2456,gamma-delta T cell,male,European,74,5.924834665086711e-05
2457,regulatory T cell,male,European,91,7.285945331390414e-05
2458,transitional stage B cell,male,European,90,7.205879998078431e-05
2459,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,890,0.000712581466476645
2460,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,413,0.00033066982657848807
2461,"central memory CD4-positive, alpha-beta T cell",male,European,1143,0.0009151467597559609
2462,"effector memory CD4-positive, alpha-beta T cell",male,European,95,7.606206664638344e-05
2463,"central memory CD8-positive, alpha-beta T cell",male,European,48,3.8431359989751637e-05
2464,"effector memory CD8-positive, alpha-beta T cell",male,European,1049,0.0008398853464426972
2465,"CD4-positive, alpha-beta cytotoxic T cell",male,European,149,0.00011929734663485405
2466,"CD16-negative, CD56-bright natural killer cell, human",male,European,31,2.48202533267146e-05
2467,mucosal invariant T cell,male,European,53,4.2434626655350767e-05
2468,plasmablast,male,European,38,3.042482665855338e-05
2469,conventional dendritic cell,male,European,23,1.8415026661755993e-05
2470,CD14-positive monocyte,male,European,107,8.566990664382136e-05
2471,innate lymphoid cell,male,European,4,3.202613332479303e-06
2472,"CD14-low, CD16-positive monocyte",male,European,56,4.4836586654710246e-05
2473,double negative thymocyte,male,European,7,5.604573331838781e-06
2474,hematopoietic precursor cell,male,European,18,1.4411759996156865e-05
2475,erythrocyte,male,European,1,8.006533331198258e-07
2476,platelet,male,European,2,1.6013066662396515e-06
2477,dendritic cell,male,European,1,8.006533331198258e-07
2478,natural killer cell,male,European,587,0.0004699835065413377
2479,"CD4-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2480,plasmacytoid dendritic cell,male,European,6,4.8039199987189546e-06
2481,memory B cell,male,European,143,0.00011449342663613509
2482,naive B cell,male,European,246,0.00019696071994747713
2483,gamma-delta T cell,male,European,51,4.0833319989111116e-05
2484,regulatory T cell,male,European,210,0.0001681371999551634
2485,transitional stage B cell,male,European,119,9.527774664125927e-05
2486,"naive thymus-derived CD4-positive, alpha-beta T cell",male,European,1938,0.0015516661595862224
2487,"naive thymus-derived CD8-positive, alpha-beta T cell",male,European,460,0.00036830053323511986
2488,"central memory CD4-positive, alpha-beta T cell",male,European,1115,0.0008927284664286058
2489,"effector memory CD4-positive, alpha-beta T cell",male,European,114,9.127447997566014e-05
2490,"central memory CD8-positive, alpha-beta T cell",male,European,127,0.00010168297330621787
2491,"effector memory CD8-positive, alpha-beta T cell",male,European,801,0.0006413233198289804
2492,"CD4-positive, alpha-beta cytotoxic T cell",male,European,25,2.0016333327995644e-05
2493,"CD16-negative, CD56-bright natural killer cell, human",male,European,28,2.2418293327355123e-05
2494,mucosal invariant T cell,male,European,25,2.0016333327995644e-05
2495,plasmablast,male,European,29,2.321894666047495e-05
2496,conventional dendritic cell,male,European,14,1.1209146663677561e-05
2497,CD14-positive monocyte,male,European,37,2.9624173325433554e-05
2498,innate lymphoid cell,male,European,2,1.6013066662396515e-06
2499,"CD14-low, CD16-positive monocyte",male,European,17,1.3611106663037038e-05
2500,double negative thymocyte,male,European,6,4.8039199987189546e-06
2501,hematopoietic precursor cell,male,European,18,1.4411759996156865e-05
2502,platelet,male,European,1,8.006533331198258e-07
2503,dendritic cell,male,European,1,8.006533331198258e-07
2504,natural killer cell,male,European,280,0.00022418293327355123
2505,"CD4-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2506,"CD8-positive, alpha-beta T cell",male,European,1,8.006533331198258e-07
2507,plasmacytoid dendritic cell,male,European,8,6.405226664958606e-06
